l_code,l_name,year,day,rm
662,東京,1962,409,8
662,東京,1963,406,8
662,東京,1964,405,8
662,東京,1965,412,8
662,東京,1966,405,8
662,東京,1967,405,8
662,東京,1968,403,8
662,東京,1969,410,8
662,東京,1970,415,8
662,東京,1971,405,8
662,東京,1972,401,8
662,東京,1973,408,8
662,東京,1974,409,8
662,東京,1975,406,8
663,尾鷲,1953,405,8
663,尾鷲,1954,404,8
663,尾鷲,1955,331,8
663,尾鷲,1956,406,8
663,尾鷲,1957,410,8
663,尾鷲,1958,408,8
663,尾鷲,1959,329,8
663,尾鷲,1960,402,8
663,尾鷲,1961,404,8
663,尾鷲,1962,409,8
663,尾鷲,1963,406,8
663,尾鷲,1964,407,8
663,尾鷲,1965,417,8
663,尾鷲,1966,329,8
663,尾鷲,1967,403,8
663,尾鷲,1968,404,8
663,尾鷲,1969,408,8
663,尾鷲,1970,410,8
663,尾鷲,1971,402,8
663,尾鷲,1972,403,8
663,尾鷲,1973,403,8
663,尾鷲,1974,402,8
663,尾鷲,1975,406,8
670,横浜,1953,331,8
670,横浜,1954,401,8
670,横浜,1955,404,8
670,横浜,1956,409,8
670,横浜,1957,410,8
670,横浜,1958,405,8
670,横浜,1959,403,8
670,横浜,1960,403,8
670,横浜,1961,407,8
670,横浜,1962,409,8
670,横浜,1963,407,8
670,横浜,1964,406,8
670,横浜,1965,410,8
670,横浜,1966,405,8
670,横浜,1967,404,8
670,横浜,1968,401,8
670,横浜,1969,411,8
670,横浜,1970,413,8
670,横浜,1971,405,8
670,横浜,1972,331,8
670,横浜,1973,406,8
670,横浜,1974,406,8
670,横浜,1975,407,8
672,館山,1953,-,-
672,館山,1954,-,-
672,館山,1955,-,-
672,館山,1956,-,-
672,館山,1957,-,-
672,館山,1958,-,-
672,館山,1959,-,-
672,館山,1960,-,-
672,館山,1961,-,-
672,館山,1962,-,-
672,館山,1963,-,-
672,館山,1964,-,-
672,館山,1965,-,-
672,館山,1966,-,-
672,館山,1967,-,-
672,館山,1968,-,-
672,館山,1969,409,8
672,館山,1970,411,8
672,館山,1971,404,8
672,館山,1972,403,8
672,館山,1973,409,8
672,館山,1974,408,8
672,館山,1975,407,8
675,大島,1953,-,-
675,大島,1954,402,8
675,大島,1955,-,-
675,大島,1956,-,-
675,大島,1957,-,-
675,大島,1958,-,-
675,大島,1959,-,-
675,大島,1960,-,-
675,大島,1961,-,-
675,大島,1962,-,-
675,大島,1963,-,-
675,大島,1964,407,8
675,大島,1965,412,8
675,大島,1966,331,8
675,大島,1967,403,8
675,大島,1968,331,8
675,大島,1969,409,8
675,大島,1970,408,8
675,大島,1971,403,8
675,大島,1972,405,8
675,大島,1973,408,8
675,大島,1974,409,8
675,大島,1975,407,8
677,三宅島,1953,-,-
677,三宅島,1954,-,-
677,三宅島,1955,-,-
677,三宅島,1956,-,-
677,三宅島,1957,-,-
677,三宅島,1958,-,-
677,三宅島,1959,-,-
677,三宅島,1960,-,-
677,三宅島,1961,-,-
677,三宅島,1962,-,-
677,三宅島,1963,-,-
677,三宅島,1964,-,-
677,三宅島,1965,409,8
677,三宅島,1966,326,8
677,三宅島,1967,331,8
677,三宅島,1968,402,8
677,三宅島,1969,404,8
677,三宅島,1970,-,-
677,三宅島,1971,402,8
677,三宅島,1972,406,8
677,三宅島,1973,407,8
677,三宅島,1974,331,8
677,三宅島,1975,-,-
678,八丈島,1953,404,8
678,八丈島,1954,411,8
678,八丈島,1955,404,8
678,八丈島,1956,405,8
678,八丈島,1957,412,8
678,八丈島,1958,416,8
678,八丈島,1959,420,8
678,八丈島,1960,415,8
678,八丈島,1961,410,8
678,八丈島,1962,416,8
678,八丈島,1963,408,8
678,八丈島,1964,412,8
678,八丈島,1965,416,8
678,八丈島,1966,410,8
678,八丈島,1967,404,8
678,八丈島,1968,405,8
678,八丈島,1969,430,8
678,八丈島,1970,410,8
678,八丈島,1971,406,8
678,八丈島,1972,419,8
678,八丈島,1973,411,8
678,八丈島,1974,404,8
678,八丈島,1975,413,8
740,西郷,1953,418,8
740,西郷,1954,405,8
740,西郷,1955,409,8
740,西郷,1956,414,8
740,西郷,1957,417,8
740,西郷,1958,410,8
740,西郷,1959,403,8
740,西郷,1960,407,8
740,西郷,1961,410,8
740,西郷,1962,414,8
740,西郷,1963,414,8
740,西郷,1964,413,8
740,西郷,1965,417,8
740,西郷,1966,408,8
740,西郷,1967,408,8
740,西郷,1968,412,8
740,西郷,1969,415,8
740,西郷,1970,417,8
740,西郷,1971,413,8
740,西郷,1972,411,8
740,西郷,1973,411,8
740,西郷,1974,414,8
740,西郷,1975,412,8
741,松江,1953,409,8
741,松江,1954,403,8
741,松江,1955,407,8
741,松江,1956,409,8
741,松江,1957,415,8
741,松江,1958,408,8
741,松江,1959,-,-
741,松江,1960,-,-
741,松江,1961,-,-
741,松江,1962,-,-
741,松江,1963,-,-
741,松江,1964,407,8
741,松江,1965,418,8
741,松江,1966,-,-
741,松江,1967,405,8
741,松江,1968,410,8
741,松江,1969,414,8
741,松江,1970,416,8
741,松江,1971,412,8
741,松江,1972,410,8
741,松江,1973,407,8
741,松江,1974,411,8
741,松江,1975,411,8
744,米子,1953,-,-
744,米子,1954,415,8
744,米子,1955,406,8
744,米子,1956,411,8
744,米子,1957,415,8
744,米子,1958,408,8
744,米子,1959,330,8
744,米子,1960,403,8
744,米子,1961,405,8
744,米子,1962,410,8
744,米子,1963,411,8
744,米子,1964,405,8
744,米子,1965,417,8
744,米子,1966,406,8
744,米子,1967,406,8
744,米子,1968,408,8
744,米子,1969,413,8
744,米子,1970,415,8
744,米子,1971,410,8
744,米子,1972,407,8
744,米子,1973,406,8
744,米子,1974,409,8
744,米子,1975,409,8
746,鳥取,1953,408,8
746,鳥取,1954,403,8
746,鳥取,1955,404,8
746,鳥取,1956,408,8
746,鳥取,1957,415,8
746,鳥取,1958,407,8
746,鳥取,1959,402,8
746,鳥取,1960,404,8
746,鳥取,1961,409,8
746,鳥取,1962,410,8
746,鳥取,1963,412,8
746,鳥取,1964,408,8
746,鳥取,1965,417,8
746,鳥取,1966,405,8
746,鳥取,1967,406,8
746,鳥取,1968,409,8
746,鳥取,1969,414,8
746,鳥取,1970,415,8
746,鳥取,1971,410,8
746,鳥取,1972,407,8
746,鳥取,1973,408,8
746,鳥取,1974,409,8
746,鳥取,1975,409,8
747,豊岡,1953,410,8
747,豊岡,1954,405,8
747,豊岡,1955,405,8
747,豊岡,1956,411,8
747,豊岡,1957,411,8
747,豊岡,1958,408,8
747,豊岡,1959,331,8
747,豊岡,1960,402,8
747,豊岡,1961,409,8
747,豊岡,1962,412,8
747,豊岡,1963,413,8
747,豊岡,1964,407,8
747,豊岡,1965,417,8
747,豊岡,1966,406,8
747,豊岡,1967,408,8
747,豊岡,1968,410,8
747,豊岡,1969,414,8
747,豊岡,1970,418,8
747,豊岡,1971,411,8
747,豊岡,1972,405,8
747,豊岡,1973,408,8
747,豊岡,1974,410,8
747,豊岡,1975,410,8
750,舞鶴,1953,410,8
750,舞鶴,1954,404,8
750,舞鶴,1955,407,8
750,舞鶴,1956,411,8
750,舞鶴,1957,416,8
750,舞鶴,1958,409,8
750,舞鶴,1959,403,8
750,舞鶴,1960,405,8
750,舞鶴,1961,409,8
750,舞鶴,1962,410,8
750,舞鶴,1963,411,8
750,舞鶴,1964,407,8
750,舞鶴,1965,417,8
750,舞鶴,1966,406,8
750,舞鶴,1967,409,8
750,舞鶴,1968,413,8
750,舞鶴,1969,413,8
750,舞鶴,1970,418,8
750,舞鶴,1971,411,8
750,舞鶴,1972,406,8
750,舞鶴,1973,409,8
750,舞鶴,1974,411,8
750,舞鶴,1975,411,8
755,浜田,1953,402,8
755,浜田,1954,402,8
755,浜田,1955,402,8
755,浜田,1956,411,8
755,浜田,1957,413,8
755,浜田,1958,405,8
755,浜田,1959,403,8
755,浜田,1960,404,8
755,浜田,1961,404,8
755,浜田,1962,409,8
755,浜田,1963,410,8
755,浜田,1964,405,8
755,浜田,1965,411,8
755,浜田,1966,403,8
755,浜田,1967,405,8
755,浜田,1968,408,8
755,浜田,1969,412,8
755,浜田,1970,413,8
755,浜田,1971,408,8
755,浜田,1972,411,8
755,浜田,1973,406,8
755,浜田,1974,409,8
755,浜田,1975,408,8
759,京都,1953,411,8
759,京都,1954,405,8
759,京都,1955,407,8
759,京都,1956,410,8
759,京都,1957,412,8
759,京都,1958,408,8
759,京都,1959,402,8
759,京都,1960,405,8
759,京都,1961,406,8
759,京都,1962,407,8
759,京都,1963,409,8
759,京都,1964,406,8
759,京都,1965,417,8
759,京都,1966,406,8
759,京都,1967,406,8
759,京都,1968,405,8
759,京都,1969,413,8
759,京都,1970,415,8
759,京都,1971,407,8
759,京都,1972,407,8
759,京都,1973,408,8
759,京都,1974,409,8
759,京都,1975,410,8
761,彦根,1953,412,8
761,彦根,1954,407,8
761,彦根,1955,408,8
761,彦根,1956,412,8
761,彦根,1957,416,8
761,彦根,1958,410,8
761,彦根,1959,405,8
761,彦根,1960,410,8
761,彦根,1961,412,8
761,彦根,1962,413,8
761,彦根,1963,412,8
761,彦根,1964,413,8
761,彦根,1965,424,8
761,彦根,1966,413,8
761,彦根,1967,412,8
761,彦根,1968,413,8
761,彦根,1969,414,8
761,彦根,1970,418,8
761,彦根,1971,410,8
761,彦根,1972,408,8
761,彦根,1973,408,8
761,彦根,1974,412,8
761,彦根,1975,411,8
762,下関,1953,410,8
762,下関,1954,406,8
762,下関,1955,405,8
762,下関,1956,409,8
762,下関,1957,411,8
762,下関,1958,408,8
762,下関,1959,405,8
762,下関,1960,406,8
762,下関,1961,406,8
762,下関,1962,410,8
762,下関,1963,411,8
762,下関,1964,407,8
762,下関,1965,411,8
762,下関,1966,406,8
762,下関,1967,406,8
762,下関,1968,407,8
762,下関,1969,412,8
762,下関,1970,413,8
762,下関,1971,408,8
762,下関,1972,411,8
762,下関,1973,402,8
762,下関,1974,405,8
762,下関,1975,405,8
765,広島,1953,411,8
765,広島,1954,406,8
765,広島,1955,406,8
765,広島,1956,411,8
765,広島,1957,411,8
765,広島,1958,407,8
765,広島,1959,403,8
765,広島,1960,408,8
765,広島,1961,406,8
765,広島,1962,412,8
765,広島,1963,408,8
765,広島,1964,406,8
765,広島,1965,417,8
765,広島,1966,407,8
765,広島,1967,408,8
765,広島,1968,407,8
765,広島,1969,413,8
765,広島,1970,414,8
765,広島,1971,407,8
765,広島,1972,407,8
765,広島,1973,403,8
765,広島,1974,407,8
765,広島,1975,408,8
768,岡山,1953,409,8
768,岡山,1954,403,8
768,岡山,1955,403,8
768,岡山,1956,409,8
768,岡山,1957,410,8
768,岡山,1958,407,8
768,岡山,1959,402,8
768,岡山,1960,406,8
768,岡山,1961,407,8
768,岡山,1962,411,8
768,岡山,1963,411,8
768,岡山,1964,406,8
768,岡山,1965,415,8
768,岡山,1966,403,8
768,岡山,1967,407,8
768,岡山,1968,409,8
768,岡山,1969,412,8
768,岡山,1970,414,8
768,岡山,1971,408,8
768,岡山,1972,407,8
768,岡山,1973,406,8
768,岡山,1974,411,8
768,岡山,1975,410,8
770,神戸,1953,409,8
770,神戸,1954,404,8
770,神戸,1955,407,8
770,神戸,1956,407,8
770,神戸,1957,411,8
770,神戸,1958,407,8
770,神戸,1959,331,8
770,神戸,1960,407,8
770,神戸,1961,405,8
770,神戸,1962,410,8
770,神戸,1963,414,8
770,神戸,1964,409,8
770,神戸,1965,414,8
770,神戸,1966,403,8
770,神戸,1967,403,8
770,神戸,1968,404,8
770,神戸,1969,412,8
770,神戸,1970,413,8
770,神戸,1971,403,8
770,神戸,1972,405,8
770,神戸,1973,404,8
770,神戸,1974,407,8
770,神戸,1975,407,8
772,大阪,1953,-,-
772,大阪,1954,-,-
772,大阪,1955,-,-
772,大阪,1956,-,-
772,大阪,1957,410,8
772,大阪,1958,-,-
772,大阪,1959,403,8
772,大阪,1960,409,8
772,大阪,1961,-,-
772,大阪,1962,409,8
772,大阪,1963,-,-
772,大阪,1964,-,-
772,大阪,1965,415,8
772,大阪,1966,405,8
772,大阪,1967,403,8
772,大阪,1968,404,8
772,大阪,1969,410,8
772,大阪,1970,414,8
772,大阪,1971,407,8
772,大阪,1972,405,8
772,大阪,1973,405,8
772,大阪,1974,408,8
772,大阪,1975,409,8
776,洲本,1953,415,8
776,洲本,1954,402,8
776,洲本,1955,407,8
776,洲本,1956,410,8
776,洲本,1957,412,8
776,洲本,1958,405,8
776,洲本,1959,403,8
776,洲本,1960,-,-
776,洲本,1961,407,8
776,洲本,1962,408,8
776,洲本,1963,410,8
776,洲本,1964,406,8
776,洲本,1965,414,8
776,洲本,1966,331,8
776,洲本,1967,403,8
776,洲本,1968,406,8
776,洲本,1969,411,8
776,洲本,1970,412,8
776,洲本,1971,404,8
776,洲本,1972,405,8
776,洲本,1973,404,8
776,洲本,1974,406,8
776,洲本,1975,407,8
777,和歌山,1953,-,-
777,和歌山,1954,-,-
777,和歌山,1955,403,8
777,和歌山,1956,403,8
777,和歌山,1957,408,8
777,和歌山,1958,404,8
777,和歌山,1959,327,8
777,和歌山,1960,404,8
777,和歌山,1961,403,8
777,和歌山,1962,408,8
777,和歌山,1963,405,8
777,和歌山,1964,405,8
777,和歌山,1965,411,8
777,和歌山,1966,329,8
777,和歌山,1967,401,8
777,和歌山,1968,402,8
777,和歌山,1969,412,8
777,和歌山,1970,412,8
777,和歌山,1971,402,8
777,和歌山,1972,402,8
777,和歌山,1973,402,8
777,和歌山,1974,403,8
777,和歌山,1975,404,8
778,潮岬,1953,-,-
778,潮岬,1954,-,-
778,潮岬,1955,-,-
778,潮岬,1956,-,-
778,潮岬,1957,-,-
778,潮岬,1958,407,8
778,潮岬,1959,-,-
778,潮岬,1960,330,8
778,潮岬,1961,-,-
778,潮岬,1962,410,8
778,潮岬,1963,404,8
778,潮岬,1964,409,8
778,潮岬,1965,413,8
778,潮岬,1966,331,8
778,潮岬,1967,331,8
778,潮岬,1968,402,8
778,潮岬,1969,411,8
778,潮岬,1970,409,8
778,潮岬,1971,404,8
778,潮岬,1972,405,8
778,潮岬,1973,407,8
778,潮岬,1974,405,8
778,潮岬,1975,405,8
780,奈良,1953,-,-
780,奈良,1954,404,8
780,奈良,1955,406,8
780,奈良,1956,407,8
780,奈良,1957,413,8
780,奈良,1958,408,8
780,奈良,1959,329,8
780,奈良,1960,404,8
780,奈良,1961,407,8
780,奈良,1962,409,8
780,奈良,1963,407,8
780,奈良,1964,407,8
780,奈良,1965,417,8
780,奈良,1966,408,8
780,奈良,1967,408,8
780,奈良,1968,408,8
780,奈良,1969,412,8
780,奈良,1970,417,8
780,奈良,1971,407,8
780,奈良,1972,406,8
780,奈良,1973,405,8
780,奈良,1974,408,8
780,奈良,1975,409,8
800,厳原,1953,408,8
800,厳原,1954,402,8
800,厳原,1955,404,8
800,厳原,1956,412,8
800,厳原,1957,410,8
800,厳原,1958,406,8
800,厳原,1959,330,8
800,厳原,1960,403,8
800,厳原,1961,402,8
800,厳原,1962,412,8
800,厳原,1963,406,8
800,厳原,1964,404,8
800,厳原,1965,411,8
800,厳原,1966,404,8
800,厳原,1967,403,8
800,厳原,1968,404,8
800,厳原,1969,408,8
800,厳原,1970,408,8
800,厳原,1971,402,8
800,厳原,1972,406,8
800,厳原,1973,331,8
800,厳原,1974,406,8
800,厳原,1975,405,8
807,福岡,1953,405,8
807,福岡,1954,408,8
807,福岡,1955,405,8
807,福岡,1956,409,8
807,福岡,1957,408,8
807,福岡,1958,405,8
807,福岡,1959,401,8
807,福岡,1960,331,8
807,福岡,1961,-,-
807,福岡,1962,408,8
807,福岡,1963,407,8
807,福岡,1964,404,8
807,福岡,1965,408,8
807,福岡,1966,404,8
807,福岡,1967,404,8
807,福岡,1968,403,8
807,福岡,1969,407,8
807,福岡,1970,408,8
807,福岡,1971,404,8
807,福岡,1972,405,8
807,福岡,1973,402,8
807,福岡,1974,404,8
807,福岡,1975,406,8
813,佐賀,1953,409,8
813,佐賀,1954,405,8
813,佐賀,1955,404,8
813,佐賀,1956,404,8
813,佐賀,1957,407,8
813,佐賀,1958,404,8
813,佐賀,1959,331,8
813,佐賀,1960,408,8
813,佐賀,1961,401,8
813,佐賀,1962,409,8
813,佐賀,1963,405,8
813,佐賀,1964,403,8
813,佐賀,1965,403,8
813,佐賀,1966,402,8
813,佐賀,1967,-,-
813,佐賀,1968,405,8
813,佐賀,1969,408,8
813,佐賀,1970,410,8
813,佐賀,1971,406,8
813,佐賀,1972,404,8
813,佐賀,1973,331,8
813,佐賀,1974,403,8
813,佐賀,1975,405,8
815,大分,1953,406,8
815,大分,1954,403,8
815,大分,1955,402,8
815,大分,1956,409,8
815,大分,1957,409,8
815,大分,1958,407,8
815,大分,1959,402,8
815,大分,1960,405,8
815,大分,1961,406,8
815,大分,1962,411,8
815,大分,1963,409,8
815,大分,1964,406,8
815,大分,1965,411,8
815,大分,1966,402,8
815,大分,1967,403,8
815,大分,1968,404,8
815,大分,1969,410,8
815,大分,1970,411,8
815,大分,1971,405,8
815,大分,1972,406,8
815,大分,1973,402,8
815,大分,1974,402,8
815,大分,1975,406,8
817,長崎,1953,406,8
817,長崎,1954,405,8
817,長崎,1955,331,8
817,長崎,1956,405,8
817,長崎,1957,410,8
817,長崎,1958,328,8
817,長崎,1959,330,8
817,長崎,1960,402,8
817,長崎,1961,403,8
817,長崎,1962,409,8
817,長崎,1963,405,8
817,長崎,1964,404,8
817,長崎,1965,408,8
817,長崎,1966,401,8
817,長崎,1967,403,8
817,長崎,1968,403,8
817,長崎,1969,409,8
817,長崎,1970,409,8
817,長崎,1971,403,8
817,長崎,1972,405,8
817,長崎,1973,401,8
817,長崎,1974,331,8
817,長崎,1975,405,8
819,熊本,1953,404,8
819,熊本,1954,404,8
819,熊本,1955,330,8
819,熊本,1956,401,8
819,熊本,1957,407,8
819,熊本,1958,404,8
819,熊本,1959,329,8
819,熊本,1960,330,8
819,熊本,1961,330,8
819,熊本,1962,409,8
819,熊本,1963,405,8
819,熊本,1964,402,8
819,熊本,1965,410,8
819,熊本,1966,328,8
819,熊本,1967,403,8
819,熊本,1968,403,8
819,熊本,1969,408,8
819,熊本,1970,409,8
819,熊本,1971,404,8
819,熊本,1972,401,8
819,熊本,1973,401,8
819,熊本,1974,405,8
819,熊本,1975,404,8
822,延岡,1953,-,-
822,延岡,1954,-,-
822,延岡,1955,-,-
822,延岡,1956,-,-
822,延岡,1957,-,-
822,延岡,1958,-,-
822,延岡,1959,-,-
822,延岡,1960,-,-
822,延岡,1961,-,-
822,延岡,1962,406,8
822,延岡,1963,405,8
822,延岡,1964,403,8
822,延岡,1965,409,8
822,延岡,1966,327,8
822,延岡,1967,328,8
822,延岡,1968,331,8
822,延岡,1969,403,8
822,延岡,1970,403,8
822,延岡,1971,404,8
822,延岡,1972,330,8
822,延岡,1973,330,8
822,延岡,1974,330,8
822,延岡,1975,403,8
827,鹿児島,1953,408,8
827,鹿児島,1954,408,8
827,鹿児島,1955,403,8
827,鹿児島,1956,402,8
827,鹿児島,1957,407,8
827,鹿児島,1958,403,8
827,鹿児島,1959,330,8
827,鹿児島,1960,403,8
827,鹿児島,1961,403,8
827,鹿児島,1962,408,8
827,鹿児島,1963,406,8
827,鹿児島,1964,403,8
827,鹿児島,1965,404,8
827,鹿児島,1966,327,8
827,鹿児島,1967,402,8
827,鹿児島,1968,404,8
827,鹿児島,1969,407,8
827,鹿児島,1970,407,8
827,鹿児島,1971,403,8
827,鹿児島,1972,401,8
827,鹿児島,1973,331,8
827,鹿児島,1974,403,8
827,鹿児島,1975,410,8
830,宮崎,1953,403,8
830,宮崎,1954,406,8
830,宮崎,1955,404,8
830,宮崎,1956,404,8
830,宮崎,1957,403,8
830,宮崎,1958,330,8
830,宮崎,1959,330,8
830,宮崎,1960,329,8
830,宮崎,1961,402,8
830,宮崎,1962,407,8
830,宮崎,1963,404,8
830,宮崎,1964,403,8
830,宮崎,1965,406,8
830,宮崎,1966,401,8
830,宮崎,1967,401,8
830,宮崎,1968,331,8
830,宮崎,1969,403,8
830,宮崎,1970,407,8
830,宮崎,1971,403,8
830,宮崎,1972,330,8
830,宮崎,1973,331,8
830,宮崎,1974,402,8
830,宮崎,1975,406,8
836,屋久島,1953,-,-
836,屋久島,1954,-,-
836,屋久島,1955,-,-
836,屋久島,1956,-,-
836,屋久島,1957,-,-
836,屋久島,1958,-,-
836,屋久島,1959,-,-
836,屋久島,1960,-,-
836,屋久島,1961,-,-
836,屋久島,1962,-,-
836,屋久島,1963,-,-
836,屋久島,1964,-,-
836,屋久島,1965,-,-
836,屋久島,1966,-,-
836,屋久島,1967,-,-
836,屋久島,1968,-,-
836,屋久島,1969,-,-
836,屋久島,1970,-,-
836,屋久島,1971,-,-
836,屋久島,1972,-,-
836,屋久島,1973,-,-
836,屋久島,1974,-,-
836,屋久島,1975,-,-
837,種子島,1953,403,8
837,種子島,1954,-,-
837,種子島,1955,-,-
837,種子島,1956,-,-
837,種子島,1957,-,-
837,種子島,1958,405,8
837,種子島,1959,409,8
837,種子島,1960,405,8
837,種子島,1961,405,8
837,種子島,1962,-,-
837,種子島,1963,403,8
837,種子島,1964,-,-
837,種子島,1965,411,8
837,種子島,1966,331,8
837,種子島,1967,-,-
837,種子島,1968,403,8
837,種子島,1969,-,-
837,種子島,1970,-,-
837,種子島,1971,-,-
837,種子島,1972,407,8
837,種子島,1973,320,8
837,種子島,1974,402,8
837,種子島,1975,415,8
843,福江,1953,406,8
843,福江,1954,407,8
843,福江,1955,402,8
843,福江,1956,407,8
843,福江,1957,407,8
843,福江,1958,403,8
843,福江,1959,401,8
843,福江,1960,404,8
843,福江,1961,403,8
843,福江,1962,407,8
843,福江,1963,406,8
843,福江,1964,403,8
843,福江,1965,414,8
843,福江,1966,330,8
843,福江,1967,404,8
843,福江,1968,405,8
843,福江,1969,408,8
843,福江,1970,408,8
843,福江,1971,404,8
843,福江,1972,409,8
843,福江,1973,404,8
843,福江,1974,331,8
843,福江,1975,405,8
887,松山,1953,409,8
887,松山,1954,407,8
887,松山,1955,406,8
887,松山,1956,408,8
887,松山,1957,409,8
887,松山,1958,407,8
887,松山,1959,403,8
887,松山,1960,409,8
887,松山,1961,405,8
887,松山,1962,411,8
887,松山,1963,415,8
887,松山,1964,404,8
887,松山,1965,410,8
887,松山,1966,405,8
887,松山,1967,403,8
887,松山,1968,404,8
887,松山,1969,411,8
887,松山,1970,412,8
887,松山,1971,403,8
887,松山,1972,406,8
887,松山,1973,403,8
887,松山,1974,405,8
887,松山,1975,407,8
891,高松,1953,408,8
891,高松,1954,406,8
891,高松,1955,407,8
891,高松,1956,410,8
891,高松,1957,412,8
891,高松,1958,407,8
891,高松,1959,403,8
891,高松,1960,406,8
891,高松,1961,408,8
891,高松,1962,411,8
891,高松,1963,410,8
891,高松,1964,406,8
891,高松,1965,412,8
891,高松,1966,404,8
891,高松,1967,405,8
891,高松,1968,408,8
891,高松,1969,411,8
891,高松,1970,414,8
891,高松,1971,406,8
891,高松,1972,407,8
891,高松,1973,406,8
891,高松,1974,409,8
891,高松,1975,407,8
892,宇和島,1953,-,-
892,宇和島,1954,-,-
892,宇和島,1955,-,-
892,宇和島,1956,-,-
892,宇和島,1957,-,-
892,宇和島,1958,-,-
892,宇和島,1959,-,-
892,宇和島,1960,-,-
892,宇和島,1961,-,-
892,宇和島,1962,-,-
892,宇和島,1963,-,-
892,宇和島,1964,-,-
892,宇和島,1965,-,-
892,宇和島,1966,-,-
892,宇和島,1967,403,8
892,宇和島,1968,401,8
892,宇和島,1969,410,8
892,宇和島,1970,411,8
892,宇和島,1971,402,8
892,宇和島,1972,402,8
892,宇和島,1973,402,8
892,宇和島,1974,402,8
892,宇和島,1975,405,8
893,高知,1953,-,-
893,高知,1954,-,-
893,高知,1955,328,8
893,高知,1956,331,8
893,高知,1957,407,8
893,高知,1958,-,-
893,高知,1959,401,8
893,高知,1960,403,8
893,高知,1961,402,8
893,高知,1962,407,8
893,高知,1963,403,8
893,高知,1964,-,-
893,高知,1965,409,8
893,高知,1966,327,8
893,高知,1967,328,8
893,高知,1968,331,8
893,高知,1969,406,8
893,高知,1970,405,8
893,高知,1971,330,8
893,高知,1972,330,8
893,高知,1973,331,8
893,高知,1974,331,8
893,高知,1975,331,8
895,徳島,1953,405,8
895,徳島,1954,405,8
895,徳島,1955,404,8
895,徳島,1956,407,8
895,徳島,1957,410,8
895,徳島,1958,406,8
895,徳島,1959,403,8
895,徳島,1960,403,8
895,徳島,1961,406,8
895,徳島,1962,409,8
895,徳島,1963,409,8
895,徳島,1964,405,8
895,徳島,1965,412,8
895,徳島,1966,328,8
895,徳島,1967,401,8
895,徳島,1968,405,8
895,徳島,1969,411,8
895,徳島,1970,412,8
895,徳島,1971,404,8
895,徳島,1972,405,8
895,徳島,1973,404,8
895,徳島,1974,407,8
895,徳島,1975,407,8
909,名瀬,1953,202,6
909,名瀬,1954,-,-
909,名瀬,1955,-,-
909,名瀬,1956,124,6
909,名瀬,1957,131,6
909,名瀬,1958,-,-
909,名瀬,1959,212,6
909,名瀬,1960,205,6
909,名瀬,1961,-,-
909,名瀬,1962,-,-
909,名瀬,1963,-,-
909,名瀬,1964,-,-
909,名瀬,1965,-,-
909,名瀬,1966,-,-
909,名瀬,1967,-,-
909,名瀬,1968,-,-
909,名瀬,1969,-,-
909,名瀬,1970,-,-
909,名瀬,1971,-,-
909,名瀬,1972,-,-
909,名瀬,1973,-,-
909,名瀬,1974,123,6
909,名瀬,1975,203,6
912,与那国島,1953,-,-
912,与那国島,1954,-,-
912,与那国島,1955,-,-
912,与那国島,1956,-,-
912,与那国島,1957,-,-
912,与那国島,1958,-,-
912,与那国島,1959,-,-
912,与那国島,1960,-,-
912,与那国島,1961,-,-
912,与那国島,1962,-,-
912,与那国島,1963,-,-
912,与那国島,1964,-,-
912,与那国島,1965,-,-
912,与那国島,1966,-,-
912,与那国島,1967,-,-
912,与那国島,1968,-,-
912,与那国島,1969,-,-
912,与那国島,1970,-,-
912,与那国島,1971,-,-
912,与那国島,1972,-,-
912,与那国島,1973,-,-
912,与那国島,1974,-,-
912,与那国島,1975,-,-
917,西表島,1953,-,-
917,西表島,1954,-,-
917,西表島,1955,-,-
917,西表島,1956,-,-
917,西表島,1957,-,-
917,西表島,1958,-,-
917,西表島,1959,-,-
917,西表島,1960,-,-
917,西表島,1961,-,-
917,西表島,1962,-,-
917,西表島,1963,-,-
917,西表島,1964,-,-
917,西表島,1965,-,-
917,西表島,1966,-,-
917,西表島,1967,-,-
917,西表島,1968,-,-
917,西表島,1969,-,-
917,西表島,1970,-,-
917,西表島,1971,-,-
917,西表島,1972,-,-
917,西表島,1973,-,-
917,西表島,1974,-,-
917,西表島,1975,206,6
918,石垣島,1953,-,-
918,石垣島,1954,-,-
918,石垣島,1955,-,-
918,石垣島,1956,-,-
918,石垣島,1957,-,-
918,石垣島,1958,127,6
918,石垣島,1959,202,6
918,石垣島,1960,-,-
918,石垣島,1961,-,-
918,石垣島,1962,220,6
918,石垣島,1963,215,6
918,石垣島,1964,-,-
918,石垣島,1965,-,-
918,石垣島,1966,-,-
918,石垣島,1967,213,6
918,石垣島,1968,119,6
918,石垣島,1969,-,-
918,石垣島,1970,-,-
918,石垣島,1971,210,6
918,石垣島,1972,220,6
918,石垣島,1973,206,6
918,石垣島,1974,120,6
918,石垣島,1975,-,-
927,宮古島,1953,-,-
927,宮古島,1954,214,6
927,宮古島,1955,-,-
927,宮古島,1956,210,6
927,宮古島,1957,125,6
927,宮古島,1958,128,6
927,宮古島,1959,204,6
927,宮古島,1960,-,-
927,宮古島,1961,-,-
927,宮古島,1962,-,-
927,宮古島,1963,-,-
927,宮古島,1964,-,-
927,宮古島,1965,-,-
927,宮古島,1966,-,-
